course_id,course_title,course_description,career_path,career_level,sector,job_role,primary_skill,secondary_skills,difficulty_level,duration_hours,provider,prerequisites,learning_outcomes,career_progression_target
C0482,VP Healthcare Operations - Leadership Skills,Comprehensive lead-level course for VP Healthcare Operations professionals focusing on Programme and Project Management and related competencies,Healthcare Administration,lead,Arts,VP Healthcare Operations,Programme and Project Management,"Multi-Camera Operations for Live Shows, Accounting and Tax Systems, Budgeting, Predictive Maintenance, Automated System Design, Capital Raising",Master,164,edX,Completion of lead level requirements,"Master Programme and Project Management, develop 6 supporting skills, advance to lead proficiency",Executive positions
C0483,VP Healthcare Operations - Strategic Thinking,Comprehensive lead-level course for VP Healthcare Operations professionals focusing on Programme and Project Management and related competencies,Healthcare Administration,lead,Accountancy,VP Healthcare Operations,Programme and Project Management,"Budgeting, Predictive Maintenance, Multi-Camera Operations for Live Shows, Automated System Design, Capital Raising",Master,138,Internal Training,Completion of lead level requirements,"Master Programme and Project Management, develop 5 supporting skills, advance to lead proficiency",Executive positions
C0484,VP Healthcare Operations - Executive Excellence,Comprehensive lead-level course for VP Healthcare Operations professionals focusing on Valuation Conclusion and Reporting and related competencies,Healthcare Administration,lead,Arts,VP Healthcare Operations,Valuation Conclusion and Reporting,"Accounting and Tax Systems, Capital Raising, Predictive Maintenance, Budgeting, Multi-Camera Operations for Live Shows",Expert,91,Udemy,Completion of lead level requirements,"Master Valuation Conclusion and Reporting, develop 5 supporting skills, advance to lead proficiency",Executive positions
C0485,Chief Operations Officer - Fundamentals,Comprehensive lead-level course for Chief Operations Officer professionals focusing on Finance Business Partnering and related competencies,Healthcare Administration,lead,Accountancy,Chief Operations Officer,Finance Business Partnering,"Accounting and Tax Systems, Multi-Camera Operations for Live Shows, Capital Raising, Automated System Design",Master,149,edX,Completion of lead level requirements,"Master Finance Business Partnering, develop 4 supporting skills, advance to lead proficiency",Executive positions
C0486,Chief Operations Officer - Advanced Concepts,Comprehensive lead-level course for Chief Operations Officer professionals focusing on Sustainability Assurance and related competencies,Healthcare Administration,lead,Arts,Chief Operations Officer,Sustainability Assurance,"Budgeting, Multi-Camera Operations for Live Shows, Accounting and Tax Systems, Automated System Design, Predictive Maintenance, Capital Raising",Expert,123,LinkedIn Learning,Completion of lead level requirements,"Master Sustainability Assurance, develop 6 supporting skills, advance to lead proficiency",Executive positions
C0487,Chief Operations Officer - Practical Applications,Comprehensive lead-level course for Chief Operations Officer professionals focusing on Sustainability Assurance and related competencies,Healthcare Administration,lead,Aerospace,Chief Operations Officer,Sustainability Assurance,"Predictive Maintenance, Budgeting, Accounting and Tax Systems, Multi-Camera Operations for Live Shows, Automated System Design",Expert,91,edX,Completion of lead level requirements,"Master Sustainability Assurance, develop 5 supporting skills, advance to lead proficiency",Executive positions
C0488,Chief Operations Officer - Leadership Skills,Comprehensive lead-level course for Chief Operations Officer professionals focusing on Valuation Conclusion and Reporting and related competencies,Healthcare Administration,lead,Agrifood,Chief Operations Officer,Valuation Conclusion and Reporting,"Budgeting, Accounting and Tax Systems, Multi-Camera Operations for Live Shows, Automated System Design, Capital Raising, Predictive Maintenance",Expert,94,Internal Training,Completion of lead level requirements,"Master Valuation Conclusion and Reporting, develop 6 supporting skills, advance to lead proficiency",Executive positions
C0489,Chief Operations Officer - Strategic Thinking,Comprehensive lead-level course for Chief Operations Officer professionals focusing on Infocomm Security and Data Privacy and related competencies,Healthcare Administration,lead,Accountancy,Chief Operations Officer,Infocomm Security and Data Privacy,"Capital Raising, Predictive Maintenance, Automated System Design, Multi-Camera Operations for Live Shows, Budgeting, Accounting and Tax Systems",Master,171,Coursera,Completion of lead level requirements,"Master Infocomm Security and Data Privacy, develop 6 supporting skills, advance to lead proficiency",Executive positions
C0490,Chief Operations Officer - Executive Excellence,Comprehensive lead-level course for Chief Operations Officer professionals focusing on Restructuring Insolvency Advisory and related competencies,Healthcare Administration,lead,Arts,Chief Operations Officer,Restructuring Insolvency Advisory,"Budgeting, Capital Raising, Multi-Camera Operations for Live Shows, Automated System Design, Accounting and Tax Systems, Predictive Maintenance",Master,181,External Certification,Completion of lead level requirements,"Master Restructuring Insolvency Advisory, develop 6 supporting skills, advance to lead proficiency",Executive positions
C0491,Medical Intern - Fundamentals,Comprehensive entry-level course for Medical Intern professionals focusing on Business Acumen and related competencies,Medical Practice,entry,Accountancy,Medical Intern,Business Acumen,"Equipment Maintenance and Housekeeping, Food Safety Management, Lesson Planning",Beginner,28,Udemy,None,"Master Business Acumen, develop 3 supporting skills, advance to entry proficiency",Mid-level positions
C0492,Medical Intern - Advanced Concepts,Comprehensive entry-level course for Medical Intern professionals focusing on Data Analytics and related competencies,Medical Practice,entry,Accountancy,Medical Intern,Data Analytics,"Food Safety Management, Lesson Planning, Equipment Maintenance and Housekeeping",Beginner,26,Pluralsight,None,"Master Data Analytics, develop 3 supporting skills, advance to entry proficiency",Mid-level positions
C0493,Medical Intern - Practical Applications,Comprehensive entry-level course for Medical Intern professionals focusing on Business Acumen and related competencies,Medical Practice,entry,Agrifood,Medical Intern,Business Acumen,"Lesson Planning, Food Safety Management, Equipment Maintenance and Housekeeping",Beginner,25,Udemy,None,"Master Business Acumen, develop 3 supporting skills, advance to entry proficiency",Mid-level positions
C0494,Resident Physician - Fundamentals,Comprehensive entry-level course for Resident Physician professionals focusing on Programming and Coding and related competencies,Medical Practice,entry,Arts,Resident Physician,Programming and Coding,"Lesson Planning, Food Safety Management, Equipment Maintenance and Housekeeping",Intermediate,28,Udemy,None,"Master Programming and Coding, develop 3 supporting skills, advance to entry proficiency",Mid-level positions
C0495,Resident Physician - Advanced Concepts,Comprehensive entry-level course for Resident Physician professionals focusing on Data Analytics and related competencies,Medical Practice,entry,Accountancy,Resident Physician,Data Analytics,"Lesson Planning, Equipment Maintenance and Housekeeping, Food Safety Management",Beginner,27,LinkedIn Learning,None,"Master Data Analytics, develop 3 supporting skills, advance to entry proficiency",Mid-level positions
C0496,Resident Physician - Practical Applications,Comprehensive entry-level course for Resident Physician professionals focusing on Data Analytics and related competencies,Medical Practice,entry,Agrifood,Resident Physician,Data Analytics,"Lesson Planning, Equipment Maintenance and Housekeeping, Food Safety Management",Intermediate,45,Coursera,None,"Master Data Analytics, develop 3 supporting skills, advance to entry proficiency",Mid-level positions
